大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
励志拓展型,大学,145952844,吉林大学篮球场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/145952844.html?scene=onlinesearch,43.828543,125.286143
励志拓展型,大学,146012246,吉林大学新民校区运动场,0.0,0,吉大一院商圈,长春,长春 · 吉大一院商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/146012246.html?scene=onlinesearch,43.880954,125.317144
励志拓展型,大学,146057257,长春中医药大学-篮球场,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/146057257.html?scene=onlinesearch,43.836218,125.427609
励志拓展型,大学,148582295,东北师范大学体育学院足球场,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/148582295.html?scene=onlinesearch,43.865207,125.333942
励志拓展型,大学,148591453,长春大学-篮球场,0.0,0,卫星广场/高速客运站,长春,长春 · 卫星广场/高速客运站,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/148591453.html?scene=onlinesearch,43.84002,125.323995
励志拓展型,大学,148631560,东北师范大学体育学院-轮滑场,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/148631560.html?scene=onlinesearch,43.864395,125.333181
励志拓展型,大学,148683227,长春大学(东校区)-中国盲文图书馆,0.0,0,卫星广场/高速客运站,长春,长春 · 卫星广场/高速客运站,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/148683227.html?scene=onlinesearch,43.839741,125.32779
励志拓展型,大学,149267595,吉林外国语大学-体育馆,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/149267595.html?scene=onlinesearch,43.829192,125.44984
励志拓展型,大学,149638608,吉林建筑大学建筑文化陈列厅,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/149638608.html?scene=onlinesearch,43.802067,125.412086
励志拓展型,大学,150141414,吉林大学(朝阳校区)-篮球场,0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/150141414.html?scene=onlinesearch,43.887606,125.315272
励志拓展型,大学,150145369,长春中医药大学运动场,0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/150145369.html?scene=onlinesearch,43.836685,125.429539
励志拓展型,大学,150189419,吉林大学附属中学-体育馆,0.0,0,人民广场/万象城,长春,长春 · 人民广场/万象城,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/150189419.html?scene=onlinesearch,43.885711,125.322913
励志拓展型,大学,150292151,吉林外国语大学图书馆-自修区,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/150292151.html?scene=onlinesearch,43.826979,125.453956
