大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
知识科普型,博物馆,82399823,天柱山地质公园博物馆,4.2,17,,潜山,潜山,,,,"展馆展览, 遛娃宝藏地",门票,否,https://dimg04.c-ctrip.com/images/01A0x1200082nxg5y57F6.jpg,https://you.ctrip.com/sight/qianshan1016/5707455.html?scene=onlinesearch,30.672435,116.521727
知识科普型,博物馆,24654713,中国状元博物馆(安徽省黄山市休宁县状元广场店),3.9,17,,休宁,休宁,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0106y12000f6u08z21F65.jpg,https://you.ctrip.com/sight/xiuning2625/1835532.html?scene=onlinesearch,29.790821,118.189781
知识科普型,博物馆,145365440,安徽中国黄梅戏博物馆,5.0,1,,安庆,安庆,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/1me6412000edx5oia00A4.jpg,https://you.ctrip.com/sight/anqing179/145365440.html?scene=onlinesearch,30.543954,117.12839
知识科普型,博物馆,24653740,歙县博物馆,4.7,15,徽州古城/歙县,歙县,歙县 · 徽州古城/歙县,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102y12000f6tzyyy0BC6.jpg,https://you.ctrip.com/sight/shecounty527/1834591.html?scene=onlinesearch,29.867648,118.438618
知识科普型,博物馆,79438423,谢裕大茶文化博物馆,4.2,5,唐模/棠樾牌坊群,黄山,黄山 · 唐模/棠樾牌坊群,,4A,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104x12000atythliA0CE.jpg,https://you.ctrip.com/sight/huangshan120061/5704785.html?scene=onlinesearch,29.873675,118.326931
知识科普型,博物馆,41399505,黄山市徽州雕刻博物馆,4.7,13,徽州区/岩寺,黄山,黄山 · 徽州区/岩寺,,,徽派雕刻的传承,"博物馆, 博物馆&展馆",门票,否,https://dimg04.c-ctrip.com/images/0102d12000f6u8s306D61.jpg,https://you.ctrip.com/sight/huangshan120061/4248498.html?scene=onlinesearch,29.843312,118.325698
知识科普型,博物馆,145276873,古井酒文化博物馆,5.0,1,,亳州,亳州,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/1me3v12000jbc63rgBB0A.jpg,https://you.ctrip.com/sight/bozhou404/145276873.html?scene=onlinesearch,33.996928,115.671054
知识科普型,博物馆,10794683,德化堂中国古床博物馆,4.5,106,马鞍山市中心,马鞍山,马鞍山 · 马鞍山市中心,,4A,大型私人古床专题博物馆,"博物馆, 博物馆&展馆",门票,否,https://dimg04.c-ctrip.com/images/100h1f000001gru9c904D.jpg,https://you.ctrip.com/sight/maanshan503/69736.html?scene=onlinesearch,31.659618,118.522678
知识科普型,博物馆,144847244,兵器博物馆,2.5,2,,亳州,亳州,,,,博物馆&展馆,门票,否,https://dimg04.c-ctrip.com/images/1lo4012000d52kqdh5DCB.png,https://you.ctrip.com/sight/bozhou404/144847244.html?scene=onlinesearch,33.795034,115.719304
知识科普型,博物馆,79042558,安徽省萧县博物馆,3.4,5,,萧县,萧县,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0100q120009yc9qfmB9C2.jpg,https://you.ctrip.com/sight/xiaocounty2621/5701034.html?scene=onlinesearch,34.192648,116.950173
知识科普型,博物馆,38508776,青阳县博物馆,4.8,4,青阳城区,青阳,青阳 · 青阳城区,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104c12000astjpqx3ACF.jpg,https://you.ctrip.com/sight/qingyang2613/2697637.html?scene=onlinesearch,30.64558,117.851091
知识科普型,博物馆,135821729,徽州印象博物馆,1.0,2,黄山北站/西溪南古村落,黄山,黄山 · 黄山北站/西溪南古村落,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102v12000atyf9h86768.jpg,https://you.ctrip.com/sight/huangshan120061/135821729.html?scene=onlinesearch,29.797454,118.274212
知识科普型,博物馆,79438016,凤阳县博物馆,5.0,6,,凤阳,凤阳,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0105912000f6r5k5a7087.jpg,https://you.ctrip.com/sight/fengyang2626/5704390.html?scene=onlinesearch,32.876869,117.53861
知识科普型,博物馆,24120339,蒙城博物馆,4.9,35,,蒙城,蒙城,,4A,展示原始文明和蒙城历史,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/10071a0000019ee9t7018.jpg,https://you.ctrip.com/sight/mengcheng1872/1791575.html?scene=onlinesearch,33.239555,116.575343
知识科普型,博物馆,144340503,阜阳市博物馆(新馆),0.0,0,,阜阳,阜阳,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/0HJ6412000g2y7pq73B2C.jpg,https://you.ctrip.com/sight/fuyang361/144340503.html?scene=onlinesearch,32.864362,115.807293
知识科普型,博物馆,56807093,屯溪博物馆,4.6,12,屯溪老街/黎阳老街,黄山,黄山 · 屯溪老街/黎阳老街,,,具有典型的古徽州艺术风韵,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/100l1f000001gqdzjD03C.jpg,https://you.ctrip.com/sight/huangshan120061/5068415.html?scene=onlinesearch,29.714247,118.313332
知识科普型,博物馆,79436987,太和县博物馆(新馆),4.7,6,,太和,太和,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104r12000auc6yk53F25.jpg,https://you.ctrip.com/sight/taihe2601/5703362.html?scene=onlinesearch,33.173485,115.610313
知识科普型,博物馆,13840034,中国金丝楠木博物馆,4.3,45,,滁州,滁州,,,中国金丝楠木科研基地,"博物馆, 博物馆&展馆",门市价,否,https://dimg04.c-ctrip.com/images/10090q000000gfj9u2A13.jpg,https://you.ctrip.com/sight/chuzhou228/1477607.html?scene=onlinesearch,32.342355,118.372058
知识科普型,博物馆,88232,潜山市博物馆,4.7,26,,潜山,潜山,,,展示各个历史时期的陶瓷器,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0103c120009dm1fa40A6A.jpg,https://you.ctrip.com/sight/qianshan1016/66235.html?scene=onlinesearch,30.649788,116.566122
知识科普型,博物馆,79436979,界首博物馆,4.5,2,,界首,界首,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104a12000azm65c31C08.jpg,https://you.ctrip.com/sight/jieshou2612/5703335.html?scene=onlinesearch,33.254444,115.398451
知识科普型,博物馆,151725044,凌家滩遗址博物馆,4.0,2,,含山,含山,,,,博物馆&展馆,免费,是,https://dimg04.c-ctrip.com/images/0102n12000lis45loDC30.jpg,https://you.ctrip.com/sight/hanshan2595/151725044.html?scene=onlinesearch,31.471367,118.058238
知识科普型,博物馆,88490,天长市博物馆,4.4,65,,天长,天长,,,主体为明三暗四仿古式建筑,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102r12000auc7ses3CC0.jpg,https://you.ctrip.com/sight/tianchang1739/67224.html?scene=onlinesearch,32.665701,119.011066
知识科普型,博物馆,79438446,利辛县博物馆,4.9,8,,利辛,利辛,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0106812000b47apr1E855.jpg,https://you.ctrip.com/sight/lixin2600/5704769.html?scene=onlinesearch,33.156048,116.191193
知识科普型,博物馆,79436970,涡阳县老子博物馆,5.0,1,,涡阳,涡阳,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0HJ1l12000g2uq5qd9F55.jpg,https://you.ctrip.com/sight/guoyang2635/5703380.html?scene=onlinesearch,33.553708,116.198324
知识科普型,博物馆,18608555,巢湖市博物馆,4.5,41,巢湖火车站地区,巢湖,巢湖 · 巢湖火车站地区,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0103f12000btyrhtu894B.jpg,https://you.ctrip.com/sight/chaohu187/1683387.html?scene=onlinesearch,31.605462,117.901802
知识科普型,博物馆,39013931,中国祁红博物馆,4.5,8,,祁门,祁门,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0104r12000avx2ord3971.jpg,https://you.ctrip.com/sight/qimen2610/3198092.html?scene=onlinesearch,29.848378,117.756777
知识科普型,博物馆,111989164,徽州糕饼博物馆DIY店,5.0,3,,黄山,黄山,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0100i12000atn5qc32620.jpg,https://you.ctrip.com/sight/huangshan120061/111989164.html?scene=onlinesearch,29.722481,118.28367
知识科普型,博物馆,79436965,临泉博物馆,4.0,1,,临泉,临泉,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/1me4812000dj4suqm3382.jpg,https://you.ctrip.com/sight/linquan2596/5703307.html?scene=onlinesearch,33.063317,115.270594
知识科普型,博物馆,145674617,无为博物馆,5.0,2,,无为,无为,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/1mh3q12000n3e4ew59BA9.jpg,https://you.ctrip.com/sight/wuwei2618/145674617.html?scene=onlinesearch,31.288989,117.93997
知识科普型,博物馆,145490390,黄山市博物馆,0.0,0,,黄山,黄山,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/0HJ1n12000g6m3vjf5FC5.jpg,https://you.ctrip.com/sight/huangshan120061/145490390.html?scene=onlinesearch,29.723807,118.280142
知识科普型,博物馆,143187016,昆虫记·合肥昆虫博物馆,0.0,0,骆岗中央公园/滨湖会展中心,合肥,合肥 · 骆岗中央公园/滨湖会展中心,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0102z12000cmwe6ti362E.jpg,https://you.ctrip.com/sight/hefei196/143187016.html?scene=onlinesearch,31.773471,117.32432
